torrent_hash,torrent_name,category,magnet_uri,added_to_qb_date,deleted_from_qb_date,uploaded_to_pikpak_date,transfer_status,error_message
f986512b930c1daf31f83aa18b829d0658507db7,[javdb.com]KTB-096,Daily Ingestion,magnet:?xt=urn:btih:f986512b930c1daf31f83aa18b829d0658507db7&dn=%5Bjavdb.com%5DKTB-096&xl=1396461481,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
1d7e849c3b21831c14e2d8ab73c56ae26c2bef9a,[javdb.com]miad-724-C.torrent,Daily Ingestion,magnet:?xt=urn:btih:1d7e849c3b21831c14e2d8ab73c56ae26c2bef9a&dn=%5Bjavdb.com%5Dmiad-724-C.torrent&xl=5760416109,8/11/25 20:40,8/14/25 19:44,8/14/25 19:44,success,
bbac254c987aba4d7c781ee06f38cd7ebd05135c,[javdb.com]JUR-238.[4K]@R90s,Daily Ingestion,magnet:?xt=urn:btih:bbac254c987aba4d7c781ee06f38cd7ebd05135c&dn=%5Bjavdb.com%5DJUR-238.%5B4K%5D%40R90s&xl=29616776262,8/10/25 14:15,8/14/25 19:44,8/14/25 19:44,success,
d4a3bbca96fdbba9f4b8cea29e30428b1a2e0582,[javdb.com]MBDD-2145,Daily Ingestion,magnet:?xt=urn:btih:d4a3bbca96fdbba9f4b8cea29e30428b1a2e0582&dn=%5Bjavdb.com%5DMBDD-2145&xl=4575163146,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
e15351e8906a03fe9525e89d8c57b615bd2969e2,[javdb.com]MIAB-357,Daily Ingestion,magnet:?xt=urn:btih:e15351e8906a03fe9525e89d8c57b615bd2969e2&dn=%5Bjavdb.com%5DMIAB-357&xl=1351948886,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
21895ec13a6f5f97cac63e35c0dd73030c9c8924,[javdb.com]fkou-001,Daily Ingestion,magnet:?xt=urn:btih:21895ec13a6f5f97cac63e35c0dd73030c9c8924&dn=%5Bjavdb.com%5Dfkou-001&xl=8344795549,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
52074923b91f3c94012e2f5a58404ab5b38b8131,[javdb.com]GVH-746,Daily Ingestion,magnet:?xt=urn:btih:52074923b91f3c94012e2f5a58404ab5b38b8131&dn=%5Bjavdb.com%5DGVH-746&xl=3376158398,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
b161780417198877b2a4730482a639fa81b68dc5,[javdb.com]cemd-686,Daily Ingestion,magnet:?xt=urn:btih:b161780417198877b2a4730482a639fa81b68dc5&dn=%5Bjavdb.com%5Dcemd-686&xl=9505814095,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
567d049565cd866e76af76e623d72e7d261469f8,[javdb.com]SONE-037-uncensored-HD,Daily Ingestion,magnet:?xt=urn:btih:567d049565cd866e76af76e623d72e7d261469f8&dn=%5Bjavdb.com%5DSONE-037-uncensored-HD&xl=4883965635,8/11/25 20:41,8/14/25 19:44,8/14/25 19:44,success,
43d3199f84bd5a0bb8060ecf2c204261778dab01,[javdb.com]DANDY-960.[4K]@R90s,Daily Ingestion,magnet:?xt=urn:btih:43d3199f84bd5a0bb8060ecf2c204261778dab01&dn=%5Bjavdb.com%5DDANDY-960.%5B4K%5D%40R90s&xl=18850070504,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
2605a78ed7daee1dc2986da0d685b0c8e362bf16,[javdb.com]ymdd-452,Daily Ingestion,magnet:?xt=urn:btih:2605a78ed7daee1dc2986da0d685b0c8e362bf16&dn=%5Bjavdb.com%5Dymdd-452&xl=10979504766,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
c71c1e286db03e52ca0d0831689f52cab876ba39,[javdb.com]SPLT-002,Daily Ingestion,magnet:?xt=urn:btih:c71c1e286db03e52ca0d0831689f52cab876ba39&dn=%5Bjavdb.com%5DSPLT-002&xl=5570078826,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
badb6dcaa762fe88c189cdaf2e13663cde8f3371,[javdb.com]YMDD-448,Daily Ingestion,magnet:?xt=urn:btih:badb6dcaa762fe88c189cdaf2e13663cde8f3371&dn=%5Bjavdb.com%5DYMDD-448&xl=1354914403,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
d2ed38b3a2de257d24adb9e93faa50dd123be8a3,[javdb.com]XVSR-814,Daily Ingestion,magnet:?xt=urn:btih:d2ed38b3a2de257d24adb9e93faa50dd123be8a3&dn=%5Bjavdb.com%5DXVSR-814&xl=2442396896,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
0fd36bb175e38b53e8e89b31958284d2d2a2b490,[javdb.com]jur-327,Daily Ingestion,magnet:?xt=urn:btih:0fd36bb175e38b53e8e89b31958284d2d2a2b490&dn=%5Bjavdb.com%5Djur-327&xl=6269098560,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
17aaded2b4455d989bba81133ea0e240047a8d5c,[javdb.com]BOKO-024 4K Hikaru Miyanishi 宮西ひかる,Daily Ingestion,magnet:?xt=urn:btih:17aaded2b4455d989bba81133ea0e240047a8d5c&dn=%5Bjavdb.com%5DBOKO-024%204K%20Hikaru%20Miyanishi%20%E5%AE%AE%E8%A5%BF%E3%81%B2%E3%81%8B%E3%82%8B&xl=10573500715,8/10/25 15:29,8/14/25 19:44,8/14/25 19:44,success,
b37d08442b96da058c893cd9bb913b390c7b04da,[javdb.com]sora-600,Daily Ingestion,magnet:?xt=urn:btih:b37d08442b96da058c893cd9bb913b390c7b04da&dn=%5Bjavdb.com%5Dsora-600&xl=5625342894,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
70c08c215d234521e772ac09a4ae554c37b7aa19,[javdb.com]CESD-056.椎名優奈.自慰快楽パラノイド4 椎名ゆな,Daily Ingestion,magnet:?xt=urn:btih:70c08c215d234521e772ac09a4ae554c37b7aa19&dn=%5Bjavdb.com%5DCESD-056.%E6%A4%8E%E5%90%8D%E5%84%AA%E5%A5%88.%E8%87%AA%E6%85%B0%E5%BF%AB%E6%A5%BD%E3%83%91%E3%83%A9%E3%83%8E%E3%82%A4%E3%83%894%20%E6%A4%8E%E5%90%8D%E3%82%86%E3%81%AA&xl=1599068980,8/11/25 20:40,8/14/25 19:44,8/14/25 19:44,success,
faad3ebb8057ccd47a77b57f2035ead2164b9006,[javdb.com]JYMA-083,Daily Ingestion,magnet:?xt=urn:btih:faad3ebb8057ccd47a77b57f2035ead2164b9006&dn=%5Bjavdb.com%5DJYMA-083&xl=5500795697,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
3479419234a4cc4027474902d46b69ca16cfcae6,[javdb.com]BBAN-008.桜井あゆ.椎名ゆなと桜井あゆの旅ビアン,Daily Ingestion,magnet:?xt=urn:btih:3479419234a4cc4027474902d46b69ca16cfcae6&dn=%5Bjavdb.com%5DBBAN-008.%E6%A1%9C%E4%BA%95%E3%81%82%E3%82%86.%E6%A4%8E%E5%90%8D%E3%82%86%E3%81%AA%E3%81%A8%E6%A1%9C%E4%BA%95%E3%81%82%E3%82%86%E3%81%AE%E6%97%85%E3%83%93%E3%82%A2%E3%83%B3&xl=1682964480,8/10/25 14:15,8/14/25 19:44,8/14/25 19:44,success,
1b0d55d71d8dec8073c3a63680070a96cb05203d,[javdb.com]DOCD-062,Daily Ingestion,magnet:?xt=urn:btih:1b0d55d71d8dec8073c3a63680070a96cb05203d&dn=%5Bjavdb.com%5DDOCD-062&xl=2008200543,8/10/25 15:29,8/14/25 19:44,8/14/25 19:44,success,
97ace09ad09716f00012bcd7f5df689e24b572da,[javdb.com]mudr-319,Daily Ingestion,magnet:?xt=urn:btih:97ace09ad09716f00012bcd7f5df689e24b572da&dn=%5Bjavdb.com%5Dmudr-319&xl=4860765326,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
9a0e69251d6bfbabea30349ab6480ae8d2a8036d,[javdb.com]HHED-064,Daily Ingestion,magnet:?xt=urn:btih:9a0e69251d6bfbabea30349ab6480ae8d2a8036d&dn=%5Bjavdb.com%5DHHED-064&xl=1134702441,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
10a52b3cabac358b57277acc627383262d4ea055,[javdb.com]FLAV-393,Daily Ingestion,magnet:?xt=urn:btih:10a52b3cabac358b57277acc627383262d4ea055&dn=%5Bjavdb.com%5DFLAV-393&xl=6699755297,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
8b664bb47e3eb5937ac2e9abd473b531269165b8,[javdb.com]CJOD-413,Daily Ingestion,magnet:?xt=urn:btih:8b664bb47e3eb5937ac2e9abd473b531269165b8&dn=%5Bjavdb.com%5DCJOD-413,8/11/25 20:40,8/14/25 19:44,8/14/25 19:44,success,
e80bbb0d206ca493a8166041f3eabe9aad2585ad,[javdb.com]MIST-472,Daily Ingestion,magnet:?xt=urn:btih:e80bbb0d206ca493a8166041f3eabe9aad2585ad&dn=%5Bjavdb.com%5DMIST-472&xl=3396177723,8/10/25 15:29,8/14/25 19:44,8/14/25 19:44,success,
21b4ada5644be62630189c3283d0ad8d4d742ac9,[javdb.com]EBWH-228-U【成人抖音-黑料-换妻-直播-手机搜bs98.top】【内附百度云】,Daily Ingestion,magnet:?xt=urn:btih:21b4ada5644be62630189c3283d0ad8d4d742ac9&dn=%5Bjavdb.com%5DEBWH-228-U%E3%80%90%E6%88%90%E4%BA%BA%E6%8A%96%E9%9F%B3-%E9%BB%91%E6%96%99-%E6%8D%A2%E5%A6%BB-%E7%9B%B4%E6%92%AD-%E6%89%8B%E6%9C%BA%E6%90%9Cbs98.top%E3%80%91%E3%80%90%E5%86%85%E9%99%84%E7%99%BE%E5%BA%A6%E4%BA%91%E3%80%91&xl=1585129582,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
95551de598a64ae162699b98b39117d22eab94b5,[javdb.com]ncyf-042,Daily Ingestion,magnet:?xt=urn:btih:95551de598a64ae162699b98b39117d22eab94b5&dn=%5Bjavdb.com%5Dncyf-042&xl=7447084364,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
f166e7595aa955cb16751037afe17ad9bc9e66e2,[javdb.com]HOKS-198.[4K]@R90s,Daily Ingestion,magnet:?xt=urn:btih:f166e7595aa955cb16751037afe17ad9bc9e66e2&dn=%5Bjavdb.com%5DHOKS-198.%5B4K%5D%40R90s&xl=8441231280,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
c756d8927c92795168e02c44c06a0d5e0717dbbd,[javdb.com]JUR-337.[4K]@R90s,Daily Ingestion,magnet:?xt=urn:btih:c756d8927c92795168e02c44c06a0d5e0717dbbd&dn=%5Bjavdb.com%5DJUR-337.%5B4K%5D%40R90s&xl=27304962514,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
85fefa773274e88a0c84659abb020e45c849a7ed,[javdb.com]HAWA-345,Daily Ingestion,magnet:?xt=urn:btih:85fefa773274e88a0c84659abb020e45c849a7ed&dn=%5Bjavdb.com%5DHAWA-345&xl=2038196807,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
9d238edcf84518a33c6e96ced0dfc22b0d9ff4a9,[javdb.com]-CAWD243C,Daily Ingestion,magnet:?xt=urn:btih:9d238edcf84518a33c6e96ced0dfc22b0d9ff4a9&dn=%5Bjavdb.com%5D-CAWD243C&xl=1579867810,8/10/25 14:14,8/14/25 19:44,8/14/25 19:44,success,
dc796a5f4be62cd3dd93392f92d29e429edd0d12,[javdb.com]JUR-283,Daily Ingestion,magnet:?xt=urn:btih:dc796a5f4be62cd3dd93392f92d29e429edd0d12&dn=%5Bjavdb.com%5DJUR-283&xl=3188495881,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
d0aebdc29b7283341142027333f8fc6603ad4838,[javdb.com]APGH-037.mp4,Daily Ingestion,magnet:?xt=urn:btih:d0aebdc29b7283341142027333f8fc6603ad4838&dn=%5Bjavdb.com%5DAPGH-037.mp4&xl=6843497979,8/10/25 15:29,8/14/25 19:44,8/14/25 19:44,success,
15d72d89b5d127cb0c67ff3019ae38270533a4a5,[javdb.com]ANTW-001,Daily Ingestion,magnet:?xt=urn:btih:15d72d89b5d127cb0c67ff3019ae38270533a4a5&dn=%5Bjavdb.com%5DANTW-001&xl=1178054401,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
ff6118f908a756f0dc86f808c47e5558261fbd8f,[javdb.com]MIDA-184,Daily Ingestion,magnet:?xt=urn:btih:ff6118f908a756f0dc86f808c47e5558261fbd8f&dn=%5Bjavdb.com%5DMIDA-184&xl=2994897591,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
3e3364a3213bb43e5765477fbb41892b5be35cc9,[javdb.com]DRPT-089,Daily Ingestion,magnet:?xt=urn:btih:3e3364a3213bb43e5765477fbb41892b5be35cc9&dn=%5Bjavdb.com%5DDRPT-089&xl=1555557974,8/10/25 15:29,8/14/25 19:44,8/14/25 19:44,success,
026914f6be23dff328a905e9993993cf9c1f14f5,[javdb.com]CLUB-809,Daily Ingestion,magnet:?xt=urn:btih:026914f6be23dff328a905e9993993cf9c1f14f5&dn=%5Bjavdb.com%5DCLUB-809&xl=10326946092,8/11/25 20:41,8/14/25 19:44,8/14/25 19:44,success,
0efab8017312faec26274495f900fe3d05089bbc,[javdb.com]KSBJ-382-FHD,Daily Ingestion,magnet:?xt=urn:btih:0efab8017312faec26274495f900fe3d05089bbc&dn=%5Bjavdb.com%5DKSBJ-382-FHD&xl=3488258912,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
6c348d74f6a980c95d0089df8c1cc0e9aa137b1f,[javdb.com]MANX-012,Daily Ingestion,magnet:?xt=urn:btih:6c348d74f6a980c95d0089df8c1cc0e9aa137b1f&dn=%5Bjavdb.com%5DMANX-012&xl=2048618590,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
b7b02e6c0005f1c7e780924edcfc62bfe71f65ba,[javdb.com]MISM-382,Daily Ingestion,magnet:?xt=urn:btih:b7b02e6c0005f1c7e780924edcfc62bfe71f65ba&dn=%5Bjavdb.com%5DMISM-382&xl=1398858238,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
8276f08282dedb2cdb8f435a033f7cb77e226d31,[javdb.com]fthtd-118,Daily Ingestion,magnet:?xt=urn:btih:8276f08282dedb2cdb8f435a033f7cb77e226d31&dn=%5Bjavdb.com%5Dfthtd-118&xl=6466582289,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
a4c3614a6f027c578a1f760f4d1fcfcfac86289b,[javdb.com]MFYD-009.[4K]@R90s,Daily Ingestion,magnet:?xt=urn:btih:a4c3614a6f027c578a1f760f4d1fcfcfac86289b&dn=%5Bjavdb.com%5DMFYD-009.%5B4K%5D%40R90s&xl=20336227193,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
2510f2731f1017aede8da89561374c2ba53265f5,[javdb.com]XVSR-818,Daily Ingestion,magnet:?xt=urn:btih:2510f2731f1017aede8da89561374c2ba53265f5&dn=%5Bjavdb.com%5DXVSR-818&xl=1421570198,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
f3e123660f2cfee64558e0a25beaeb441e417c31,[javdb.com]BMW-334,Daily Ingestion,magnet:?xt=urn:btih:f3e123660f2cfee64558e0a25beaeb441e417c31&dn=%5Bjavdb.com%5DBMW-334&xl=2275887002,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
ef05bf0bbf5808a1ac98aa8c3d935345a89dfe5c,[javdb.com]EBWH-220,Daily Ingestion,magnet:?xt=urn:btih:ef05bf0bbf5808a1ac98aa8c3d935345a89dfe5c&dn=%5Bjavdb.com%5DEBWH-220&xl=2440445049,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
ac9cf0b1ae763a015d9428e5129c6c71d6af8bf7,[javdb.com]PKPD-368,Daily Ingestion,magnet:?xt=urn:btih:ac9cf0b1ae763a015d9428e5129c6c71d6af8bf7&dn=%5Bjavdb.com%5DPKPD-368&xl=2528426500,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
c0f39bf7a25db1505ddae9e1ed94611a4d3d91d1,[javdb.com]FJIN-077,Daily Ingestion,magnet:?xt=urn:btih:c0f39bf7a25db1505ddae9e1ed94611a4d3d91d1&dn=%5Bjavdb.com%5DFJIN-077&xl=2583512415,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
ba27e3306d933de5ff6d7f5d4cff0da342604724,[javdb.com]miab-480,Daily Ingestion,magnet:?xt=urn:btih:ba27e3306d933de5ff6d7f5d4cff0da342604724&dn=%5Bjavdb.com%5Dmiab-480&xl=5627643630,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
ac04277cc903c70cc5f8f4d465651785fd5d5119,[javdb.com]AGAV-139,Daily Ingestion,magnet:?xt=urn:btih:ac04277cc903c70cc5f8f4d465651785fd5d5119&dn=%5Bjavdb.com%5DAGAV-139&xl=2661469722,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
99552a9869fee52229b5550f31dd73d6c586f595,[javdb.com]第一會所新片@SIS001@EBWH-227,Daily Ingestion,magnet:?xt=urn:btih:99552a9869fee52229b5550f31dd73d6c586f595&dn=%5Bjavdb.com%5D%E7%AC%AC%E4%B8%80%E6%9C%83%E6%89%80%E6%96%B0%E7%89%87%40SIS001%40EBWH-227&xl=5405268648,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,
7402bac2da96cf058ecd45fc831b7c970852618a,[javdb.com]SW-1002,Daily Ingestion,magnet:?xt=urn:btih:7402bac2da96cf058ecd45fc831b7c970852618a&dn=%5Bjavdb.com%5DSW-1002&xl=2926731939,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
e563bcc9822bc8ede4de00b07b03560fc5f518e3,[javdb.com]KTB-097,Daily Ingestion,magnet:?xt=urn:btih:e563bcc9822bc8ede4de00b07b03560fc5f518e3&dn=%5Bjavdb.com%5DKTB-097&xl=1323020879,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
b394b0c5b33f8f60fea309a52ef23ef55696d84f,[javdb.com]HUNTC-350,Daily Ingestion,magnet:?xt=urn:btih:b394b0c5b33f8f60fea309a52ef23ef55696d84f&dn=%5Bjavdb.com%5DHUNTC-350&xl=1777606668,8/10/25 15:27,8/14/25 19:44,8/14/25 19:44,success,
e864f14f804ba05a91429730e383b4b16b6356f7,[javdb.com]MIKR-013,Daily Ingestion,magnet:?xt=urn:btih:e864f14f804ba05a91429730e383b4b16b6356f7&dn=%5Bjavdb.com%5DMIKR-013&xl=2477125478,8/10/25 15:28,8/14/25 19:44,8/14/25 19:44,success,
4335adcf2de5bcd8feadee9f5bafc477c144bdc3,[javdb.com]MUKC-095,Daily Ingestion,magnet:?xt=urn:btih:4335adcf2de5bcd8feadee9f5bafc477c144bdc3&dn=%5Bjavdb.com%5DMUKC-095&xl=1119879286,8/10/25 15:26,8/14/25 19:44,8/14/25 19:44,success,df2fbc31e06cd169a96075d6944f32b36b78009a,[javdb.com]DASS-412 媚薬を盛られ発汗発情 月野江すい,Daily Ingestion,magnet:?xt=urn:btih:df2fbc31e06cd169a96075d6944f32b36b78009a&dn=%5Bjavdb.com%5DDASS-412%20%E5%AA%9A%E8%96%AC%E3%82%92%E7%9B%9B%E3%82%89%E3%82%8C%E7%99%BA%E6%B1%97%E7%99%BA%E6%83%85%20%E6%9C%88%E9%87%8E%E6%B1%9F%E3%81%99%E3%81%84&xl=5655179890,2025-08-12 19:07:16,2025-08-15 16:58:51,2025-08-15 16:58:51,success,
1280a1683e6d8a7e659e80eae41c294fe16f6372,[javdb.com]DASS-375,Daily Ingestion,magnet:?xt=urn:btih:1280a1683e6d8a7e659e80eae41c294fe16f6372&dn=%5Bjavdb.com%5DDASS-375&xl=2277761749,2025-08-12 19:07:14,2025-08-15 16:58:51,2025-08-15 16:58:51,success,
afd663de4a69474eace6c71d2d9a7f2d336577bc,[javdb.com]DASS-653,Daily Ingestion,magnet:?xt=urn:btih:afd663de4a69474eace6c71d2d9a7f2d336577bc&dn=%5Bjavdb.com%5DDASS-653&xl=1639794910,2025-08-12 19:07:18,2025-08-15 16:58:51,2025-08-15 16:58:51,success,
a57dda6a3b022532c8624794ec5e22ef84d959e4,[javdb.com]DVDES-739.mp4,Daily Ingestion,magnet:?xt=urn:btih:a57dda6a3b022532c8624794ec5e22ef84d959e4&dn=%5Bjavdb.com%5DDVDES-739.mp4,2025-08-14 19:05:22,2025-08-17 19:13:14,2025-08-17 19:13:14,success,
653148cda0da3057358d65dadc399bc1857b7558,[javdb.com]FOCS-261,Daily Ingestion,magnet:?xt=urn:btih:653148cda0da3057358d65dadc399bc1857b7558&dn=%5Bjavdb.com%5DFOCS-261&xl=2429982467,2025-08-15 19:06:58,2025-08-18 19:08:23,2025-08-18 19:08:23,success,
77f0e9e5077f9ac68615cbd1f1c528c1415850bf,[javdb.com]HMN-110,Daily Ingestion,magnet:?xt=urn:btih:77f0e9e5077f9ac68615cbd1f1c528c1415850bf&dn=%5Bjavdb.com%5DHMN-110&xl=5662924642,2025-08-15 19:06:26,2025-08-18 19:08:23,2025-08-18 19:08:23,success,
f41bc79a5cda655051ec214b1cf66e8f4a8af50f,[javdb.com]IPX532C字幕,Daily Ingestion,magnet:?xt=urn:btih:f41bc79a5cda655051ec214b1cf66e8f4a8af50f&dn=%5Bjavdb.com%5DIPX532C%E5%AD%97%E5%B9%95&xl=3847668464,2025-08-16 19:10:45,2025-08-19 19:07:29,2025-08-19 19:07:29,success,
194c2efb421fc72a1136e7dd096c5163d20a63df,[javdb.com][FHD]IPZ-184,Daily Ingestion,magnet:?xt=urn:btih:194c2efb421fc72a1136e7dd096c5163d20a63df&dn=%5Bjavdb.com%5D%5BFHD%5DIPZ-184,2025-08-16 19:11:27,2025-08-19 19:07:29,2025-08-19 19:07:29,success,
cecc826164da696755343dd4b40e2580c6f6b052,[javdb.com]IPX511C字幕,Daily Ingestion,magnet:?xt=urn:btih:cecc826164da696755343dd4b40e2580c6f6b052&dn=%5Bjavdb.com%5DIPX511C%E5%AD%97%E5%B9%95&xl=4925309384,2025-08-16 19:10:43,2025-08-19 19:07:29,2025-08-19 19:07:29,success,
b1ce030ea32e32307a5ff2a1a236489bb8c91307,[javdb.com]ISRD-025-C.torrent,Daily Ingestion,magnet:?xt=urn:btih:b1ce030ea32e32307a5ff2a1a236489bb8c91307&dn=%5Bjavdb.com%5DISRD-025-C.torrent&xl=5432144703,2025-08-16 19:10:51,2025-08-19 19:07:29,2025-08-19 19:07:29,success,
